date,price,house_id,id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,location_type,distance_miles
2015-02-24,230000.0,8581200030,8581200030,4.0,2.0,1220.0,9100.0,1.5,0.0,0.0,4,7,1220.0,0.0,1970,0.0,98023,47.2964,-122.376,1160.0,7700.0,Urban,21.50448327375634
2015-05-04,850000.0,2771601940,2771601940,3.0,1.0,2280.0,4600.0,1.0,0.0,2.0,3,8,1250.0,1030.0,1936,0.0,98119,47.6378,-122.372,1910.0,4000.0,Urban,2.8671852572062444
2014-09-25,355000.0,2214800270,2214800270,4.0,2.5,2770.0,7000.0,1.0,0.0,0.0,4,7,1940.0,830.0,1979,0.0,98001,47.3396,-122.256,2140.0,7684.0,Urban,18.76117180128339
2014-06-23,442000.0,7312000240,7312000240,4.0,2.5,2520.0,7253.0,2.0,,0.0,3,9,2520.0,0.0,1990,0.0,98059,47.5148,-122.159,2570.0,8359.0,Urban,10.24847400740795
2014-06-26,399000.0,8562890560,8562890560,4.0,3.0,3060.0,5000.0,2.0,0.0,0.0,3,8,3060.0,0.0,2001,0.0,98042,47.3786,-122.126,3060.0,5668.0,Urban,18.4368599524693
2014-11-06,360000.0,4136930310,4136930310,4.0,2.5,2390.0,7115.0,2.0,0.0,0.0,3,9,2390.0,0.0,1999,0.0,98092,47.2593,-122.222,2600.0,7916.0,Urban,24.51615628770183
2015-02-13,390000.0,1328330350,1328330350,3.0,1.75,1320.0,7725.0,1.0,0.0,0.0,3,8,1320.0,0.0,1978,0.0,98058,47.4425,-122.133,2020.0,7210.0,Urban,14.637240835829948
2015-03-18,413000.0,5255690060,5255690060,5.0,2.5,2900.0,8711.0,1.0,0.0,0.0,3,8,1650.0,1250.0,1977,0.0,98011,47.7752,-122.197,2340.0,8869.0,Urban,13.260813449139949
2015-02-11,190000.0,402000260,402000260,2.0,1.0,700.0,9500.0,1.0,0.0,0.0,3,6,700.0,0.0,1951,0.0,98118,47.5294,-122.276,1020.0,5617.0,Urban,5.916216422001734
2014-05-28,621138.0,8651580310,8651580310,3.0,2.25,2180.0,7741.0,2.0,,0.0,3,9,2180.0,0.0,1986,0.0,98074,47.6482,-122.072,2300.0,8581.0,Urban,12.455258776846915
2014-06-04,270000.0,3705000060,3705000060,3.0,2.25,2080.0,4252.0,1.5,0.0,0.0,3,7,1550.0,530.0,2003,0.0,98042,47.4203,-122.157,2080.0,2275.0,Urban,15.224315276786553
2015-01-09,610000.0,7525410060,7525410060,4.0,2.25,2090.0,35040.0,1.0,0.0,0.0,3,8,1490.0,600.0,1980,0.0,98075,47.5739,-122.032,2910.0,21132.0,Urban,14.16207711787238
2014-06-02,500000.0,3295700060,3295700060,3.0,2.0,1720.0,5525.0,1.0,0.0,2.0,5,7,960.0,760.0,1941,0.0,98108,47.559,-122.298,1760.0,5525.0,Urban,3.6280524559348897
2014-08-07,715000.0,8121500060,8121500060,4.0,2.25,2460.0,40635.0,1.0,0.0,0.0,5,8,2460.0,0.0,1968,,98053,47.6627,-122.032,2250.0,40635.0,Urban,14.508366968650277
2014-05-29,264000.0,3728800320,3728800320,3.0,1.5,1470.0,14821.0,1.0,0.0,0.0,4,7,1470.0,0.0,1958,0.0,98042,47.3658,-122.148,1760.0,15370.0,Urban,18.703597942475266
2014-08-28,550000.0,6003501535,6003501535,3.0,1.75,1650.0,3200.0,1.5,0.0,0.0,3,8,1650.0,0.0,1901,,98102,47.6209,-122.317,1500.0,2400.0,Urban,1.2354925108236015
2014-10-15,337000.0,2621750340,2621750340,3.0,2.0,1690.0,9087.0,1.0,0.0,0.0,3,8,1690.0,0.0,1997,0.0,98042,47.3724,-122.108,2090.0,8100.0,Urban,19.247555068854577
2015-05-13,170000.0,3445000274,3445000274,3.0,1.0,970.0,8710.0,1.0,0.0,0.0,4,6,970.0,0.0,1962,0.0,98198,47.4167,-122.302,1280.0,11805.0,Urban,13.169135229448075
2014-08-29,405000.0,3288200030,3288200030,4.0,2.5,2030.0,9095.0,1.0,0.0,0.0,4,7,1130.0,900.0,1972,0.0,98034,47.7321,-122.185,1940.0,8000.0,Urban,11.069298651868046
2014-09-11,775000.0,4188000640,4188000640,4.0,2.5,2540.0,28563.0,1.0,0.0,0.0,3,10,2540.0,0.0,1984,0.0,98052,47.7185,-122.114,2790.0,20301.0,Urban,12.77612587811559
2014-08-25,425000.0,2558730070,2558730070,3.0,2.25,1570.0,7475.0,1.0,0.0,0.0,4,7,1200.0,370.0,1983,0.0,98034,47.7223,-122.174,1700.0,7230.0,Urban,10.885090123899369
2014-09-22,713000.0,7923500060,7923500060,5.0,2.75,2580.0,9242.0,2.0,0.0,2.0,4,8,1720.0,860.0,1967,0.0,98007,47.5943,-122.133,2240.0,9316.0,Urban,9.312923740453677
2014-11-03,555000.0,8016300030,8016300030,5.0,2.5,2090.0,8712.0,1.0,0.0,0.0,3,8,1420.0,670.0,1966,0.0,98008,47.5968,-122.127,2490.0,8712.0,Urban,9.57792765460215
2015-05-06,810000.0,3629920830,3629920830,4.0,2.5,3260.0,5608.0,2.0,,0.0,3,9,3260.0,0.0,2003,0.0,98029,47.5453,-121.995,3010.0,5608.0,Urban,16.26734297115996
2014-08-27,1250000.0,4054510270,4054510270,4.0,3.75,3830.0,41263.0,2.0,0.0,0.0,4,11,3830.0,0.0,1990,0.0,98077,47.7237,-122.042,5600.0,56568.0,Urban,15.753101010281926
2014-06-24,819000.0,2864600105,2864600105,3.0,3.5,2130.0,6150.0,2.0,,2.0,5,8,1530.0,600.0,1908,0.0,98199,47.6491,-122.405,2040.0,5381.0,Urban,4.506853096340124
2015-03-27,409900.0,8165500830,8165500830,3.0,2.5,1690.0,1200.0,2.0,0.0,0.0,3,8,1410.0,280.0,2013,0.0,98106,47.5389,-122.367,1690.0,1760.0,Urban,4.926653052062624
2014-06-30,935000.0,4395600060,4395600060,2.0,2.5,1780.0,2067.0,2.0,0.0,0.0,5,9,1780.0,0.0,1974,0.0,98004,47.6132,-122.21,2320.0,2067.0,Urban,5.708437601516734
2015-04-20,657500.0,4444800045,4444800045,4.0,1.75,1620.0,7560.0,1.0,0.0,3.0,4,7,1380.0,240.0,1947,0.0,98117,47.6981,-122.4,2170.0,8650.0,Urban,7.09309761954915
2015-04-28,900000.0,1115300270,1115300270,6.0,3.75,4210.0,6105.0,2.0,0.0,0.0,3,9,3280.0,930.0,2008,0.0,98059,47.5211,-122.157,3820.0,6368.0,Urban,10.061228159657471
2015-04-02,932800.0,5363200200,5363200200,5.0,3.25,2980.0,7095.0,2.5,0.0,0.0,3,9,2980.0,0.0,1998,20070.0,98115,47.6919,-122.294,1670.0,7140.0,Urban,6.181540925094592
2015-04-20,391000.0,6067900640,6067900640,3.0,2.0,1490.0,9000.0,1.0,0.0,0.0,4,8,1490.0,0.0,1977,0.0,98006,47.5455,-122.184,2190.0,9000.0,Urban,8.077784054278858
2014-12-30,420000.0,4279200060,4279200060,4.0,2.5,2110.0,9825.0,2.0,0.0,0.0,3,8,2110.0,0.0,2000,0.0,98059,47.4979,-122.153,1650.0,9900.0,Urban,11.214349178268227
2014-11-24,1300000.0,3425059222,3425059222,6.0,3.5,6563.0,32670.0,2.0,0.0,0.0,3,10,5153.0,1410.0,2002,,98005,47.6078,-122.157,2610.0,22651.0,Urban,8.158031718047308
2015-04-09,415000.0,5253300397,5253300397,3.0,1.5,1510.0,16800.0,1.0,0.0,0.0,5,8,1510.0,0.0,1956,0.0,98133,47.751,-122.338,1560.0,7276.0,Urban,10.009094655409589
2015-02-25,350000.0,1769600204,1769600204,3.0,1.75,1830.0,9425.0,1.0,0.0,0.0,3,8,1590.0,240.0,1946,0.0,98146,47.5038,-122.379,1670.0,8430.0,Urban,7.405896499862264
2014-06-21,375000.0,1176001195,1176001195,2.0,1.0,1230.0,1820.0,2.0,0.0,0.0,4,7,830.0,400.0,1948,0.0,98107,47.6684,-122.401,1660.0,3056.0,Urban,5.363076789942508
2014-11-17,860000.0,1239400570,1239400570,3.0,1.75,2180.0,14135.0,1.0,0.0,2.0,5,8,1300.0,880.0,1947,0.0,98033,47.673,-122.187,3540.0,10318.0,Urban,8.181765925019414
2014-06-03,495000.0,6071600270,6071600270,4.0,2.25,2220.0,8872.0,1.0,0.0,0.0,4,8,1110.0,1110.0,1961,0.0,98006,47.5491,-122.17,2220.0,9106.0,Urban,8.52398317528284
2015-04-14,250000.0,1311100520,1311100520,4.0,2.25,1730.0,8400.0,1.0,0.0,0.0,3,7,1730.0,0.0,1962,,98001,47.3386,-122.288,1550.0,7920.0,Urban,18.604881205478655
2014-10-13,365000.0,1402200070,1402200070,4.0,2.25,1990.0,21312.0,1.0,,0.0,4,8,1990.0,0.0,1968,,98058,47.439,-122.144,2400.0,19210.0,Urban,14.508983657590724
2014-05-07,503000.0,1419700270,1419700270,3.0,2.75,1540.0,6760.0,1.0,0.0,0.0,5,7,1210.0,330.0,1980,0.0,98034,47.7163,-122.212,1540.0,7416.0,Urban,9.440107744103793
2015-03-25,150000.0,5126900310,5126900310,2.0,1.0,1100.0,7200.0,1.0,,0.0,4,6,1100.0,0.0,1944,,98058,47.4752,-122.172,1390.0,7200.0,Urban,11.734766171822972
2014-10-08,450000.0,8816400885,8816400885,4.0,1.75,1640.0,1480.0,1.0,0.0,0.0,4,7,820.0,820.0,1912,0.0,98105,47.6684,-122.314,1420.0,2342.0,Urban,4.379711322809764
2014-12-08,355000.0,5412100550,5412100550,4.0,3.0,2590.0,7213.0,2.0,0.0,0.0,3,8,2590.0,0.0,2001,0.0,98001,47.2609,-122.289,2550.0,6800.0,Urban,23.94429025780136
2014-10-18,245000.0,7203000465,7203000465,3.0,2.0,1450.0,9333.0,2.0,0.0,0.0,4,7,1450.0,0.0,1972,0.0,98003,47.346,-122.315,1910.0,7701.0,Urban,17.996919742108545
2014-07-03,265900.0,1862900160,1862900160,3.0,2.0,1180.0,7793.0,1.0,0.0,0.0,4,7,1180.0,0.0,1992,,98031,47.4053,-122.181,1720.0,7793.0,Urban,15.570607623791073
2014-11-25,299000.0,984220240,984220240,4.0,2.5,1820.0,7575.0,1.0,0.0,0.0,3,7,1220.0,600.0,1975,0.0,98058,47.4339,-122.167,1840.0,7650.0,Urban,14.180821034096052
2015-04-09,957500.0,4458800060,4458800060,4.0,2.25,2360.0,11523.0,2.0,0.0,0.0,4,10,2360.0,0.0,1968,0.0,98040,47.5318,-122.224,2850.0,11362.0,Urban,7.199062821636719
2014-09-08,343000.0,1138000160,1138000160,3.0,1.0,1120.0,7250.0,1.0,0.0,0.0,4,7,1120.0,0.0,1972,0.0,98034,47.7143,-122.211,1340.0,7302.0,Urban,9.357118134187989
2014-10-27,307500.0,9406520550,9406520550,3.0,2.25,1646.0,7364.0,2.0,0.0,0.0,3,7,1646.0,0.0,1994,0.0,98038,47.3646,-122.037,1975.0,9161.0,Urban,21.64634670863045
2014-05-09,610000.0,7214700160,7214700160,3.0,3.0,2480.0,45302.0,1.0,0.0,0.0,4,8,1620.0,860.0,1976,0.0,98077,47.7591,-122.073,1260.0,14100.0,Urban,16.027968633619974
2014-09-17,720000.0,2483700160,2483700160,3.0,1.5,1590.0,7080.0,1.0,,2.0,3,8,1310.0,280.0,1952,,98136,47.5244,-122.386,2080.0,7200.0,Urban,6.185659238826302
2014-10-16,610000.0,1972201820,1972201820,4.0,2.0,2130.0,2620.0,1.5,0.0,0.0,5,7,1650.0,,1919,,98103,47.6515,-122.346,1330.0,2719.0,Urban,3.1963459451992158
2015-03-31,434500.0,9477000060,9477000060,3.0,1.75,1650.0,7965.0,1.0,0.0,0.0,4,7,1650.0,0.0,1967,0.0,98034,47.7335,-122.193,1560.0,7350.0,Urban,10.920779006194651
2015-05-12,602500.0,7932000041,7932000041,2.0,2.5,3090.0,47044.0,1.0,,0.0,4,10,2250.0,840.0,1979,,98058,47.4291,-122.177,1860.0,62829.0,Urban,14.217435487058179
2014-11-18,607010.0,1231000520,1231000520,4.0,2.5,2180.0,4000.0,2.0,0.0,0.0,3,8,1700.0,480.0,2002,0.0,98118,47.5553,-122.269,2180.0,4000.0,Urban,4.584724910970105
2015-02-04,610000.0,7522500070,7522500070,3.0,1.0,1800.0,5750.0,1.0,0.0,0.0,3,7,1040.0,760.0,1947,0.0,98117,47.686,-122.395,1320.0,5625.0,Urban,6.243219665629364
2014-09-19,828500.0,4215250310,4215250310,4.0,2.5,3720.0,35000.0,2.0,0.0,0.0,3,10,3720.0,0.0,1983,0.0,98072,47.7582,-122.13,3720.0,35000.0,Urban,14.09605608956028
2014-07-07,199990.0,5560000070,5560000070,3.0,1.0,1100.0,8560.0,1.0,0.0,0.0,3,6,1100.0,0.0,1961,0.0,98023,47.329,-122.338,1120.0,8470.0,Urban,19.15583311584035
2015-04-01,294000.0,1545804460,1545804460,3.0,1.75,1530.0,9362.0,1.0,0.0,0.0,3,7,1530.0,0.0,1987,0.0,98038,47.3643,-122.049,1480.0,8125.0,Urban,21.310316456329737
2014-06-12,789500.0,9510970310,9510970310,4.0,2.5,3010.0,6100.0,2.0,0.0,0.0,3,9,3010.0,0.0,2005,0.0,98052,47.6647,-122.08,2890.0,5176.0,Urban,12.414551739058624
2015-02-12,797000.0,98030160,98030160,3.0,3.5,3500.0,9473.0,2.0,0.0,0.0,3,10,3500.0,0.0,2008,0.0,98075,47.5807,-121.972,3510.0,7833.0,Urban,16.872358827786776
2015-03-23,284950.0,934300140,934300140,4.0,1.5,2000.0,6778.0,1.0,0.0,0.0,4,7,1170.0,830.0,1962,0.0,98198,47.3708,-122.311,1940.0,7531.0,Urban,16.295380547322992
2015-04-29,776500.0,1245001820,1245001820,4.0,1.5,2290.0,10372.0,1.0,0.0,0.0,3,7,1510.0,780.0,1965,19870.0,98033,47.6888,-122.199,1900.0,8109.0,Urban,8.423991963309094
2015-04-24,525000.0,1974200060,1974200060,4.0,2.5,2400.0,10070.0,1.0,0.0,0.0,3,7,1510.0,890.0,1967,0.0,98034,47.7104,-122.24,2030.0,9964.0,Urban,8.37930478664089
2015-04-25,303000.0,7300410060,7300410060,3.0,2.5,1850.0,4957.0,2.0,0.0,0.0,3,8,1850.0,0.0,1999,0.0,98092,47.3311,-122.17,2400.0,6367.0,Urban,20.461212401537175
2015-03-10,722080.0,1939110310,1939110310,3.0,3.25,3680.0,7650.0,2.0,,0.0,3,9,2340.0,1340.0,1988,0.0,98074,47.6272,-122.033,2280.0,8515.0,Urban,14.006773055168518
2014-06-27,140000.0,7888000390,7888000390,3.0,1.0,1060.0,7473.0,1.0,0.0,0.0,3,7,1060.0,0.0,1959,0.0,98198,47.3699,-122.309,1320.0,7912.0,Urban,16.36334555743949
2015-04-01,235000.0,7888000390,7888000390,3.0,1.0,1060.0,7473.0,1.0,0.0,0.0,3,7,1060.0,0.0,1959,0.0,98198,47.3699,-122.309,1320.0,7912.0,Urban,16.36334555743949
2014-11-20,440000.0,1529300435,1529300435,3.0,1.0,1610.0,5500.0,1.5,0.0,0.0,3,7,1610.0,0.0,1903,,98103,47.698,-122.351,1200.0,5701.0,Urban,6.40387157071475
2014-07-18,605000.0,2960900045,2960900045,3.0,1.75,2330.0,6000.0,1.5,0.0,0.0,4,7,1630.0,700.0,1940,,98126,47.5765,-122.378,1600.0,4000.0,Urban,2.964229078285126
2014-06-02,380000.0,3959400135,3959400135,2.0,1.0,1210.0,4800.0,1.0,0.0,0.0,3,8,1060.0,150.0,1950,0.0,98108,47.5625,-122.316,1380.0,4800.0,Urban,3.111401457090093
2014-06-25,352000.0,7972600765,7972600765,4.0,1.0,1530.0,8890.0,1.0,0.0,0.0,3,7,980.0,550.0,1925,0.0,98106,47.5308,-122.35,1100.0,5203.0,Urban,5.276368941671852
2015-04-13,420000.0,7214810550,7214810550,4.0,2.25,2270.0,12000.0,1.0,0.0,0.0,4,7,1360.0,910.0,1979,,98072,47.7559,-122.148,2500.0,10120.0,Urban,13.429273449557144
2015-04-30,1180000.0,3271801090,3271801090,4.0,2.0,2590.0,7220.0,2.0,0.0,2.0,4,10,2590.0,0.0,1930,0.0,98199,47.647,-122.41,2530.0,6380.0,Urban,4.594361155214496
2014-10-22,1380000.0,8964800370,8964800370,3.0,1.5,1850.0,10572.0,1.0,0.0,0.0,4,8,1850.0,0.0,1953,0.0,98004,47.6194,-122.208,3030.0,12752.0,Urban,5.852247063676853
2014-09-26,300000.0,8019200030,8019200030,3.0,1.5,1500.0,14750.0,1.5,0.0,0.0,4,6,1500.0,0.0,1933,0.0,98168,47.495,-122.318,1270.0,15100.0,Urban,7.711738210893862
2014-11-12,1150000.0,2954400400,2954400400,4.0,3.25,4740.0,49091.0,2.0,,0.0,3,11,4740.0,0.0,1990,0.0,98053,47.6624,-122.071,4800.0,42387.0,Urban,12.762495267378378
2014-10-13,453500.0,3013301525,3013301525,2.0,1.5,1710.0,4189.0,1.0,0.0,1.0,5,7,1160.0,550.0,1951,0.0,98136,47.5286,-122.383,1530.0,5608.0,Urban,5.8636238200469295
2014-10-14,443500.0,3303100075,3303100075,3.0,2.0,1920.0,7598.0,1.0,0.0,0.0,4,8,1920.0,0.0,1972,,98177,47.7735,-122.363,2220.0,7598.0,Urban,11.649027865003232
2015-03-26,332000.0,2004100075,2004100075,2.0,1.0,1150.0,8138.0,1.0,0.0,0.0,3,7,1150.0,0.0,1954,0.0,98155,47.737,-122.325,1300.0,8139.0,Urban,9.04399965588429
2015-03-27,655000.0,4221270340,4221270340,3.0,2.5,2320.0,4721.0,2.0,0.0,0.0,3,8,2320.0,0.0,2004,,98075,47.591,-122.017,2250.0,4356.0,Urban,14.71925080116423
2014-09-03,475000.0,7177300575,7177300575,4.0,1.0,1420.0,6000.0,1.5,,0.0,3,7,1420.0,0.0,1950,0.0,98115,47.6844,-122.302,1420.0,6180.0,Urban,5.582158807532153
2014-05-27,1050000.0,1250203335,1250203335,4.0,2.5,2920.0,7200.0,1.0,0.0,3.0,3,8,1470.0,1450.0,1921,20060.0,98144,47.5947,-122.288,3210.0,6825.0,Urban,2.203019328771619
2014-06-03,500000.0,8815400105,8815400105,3.0,1.75,1620.0,4200.0,1.0,,0.0,5,7,830.0,790.0,1945,0.0,98115,47.6743,-122.285,1580.0,5000.0,Urban,5.191400666473452
2014-05-28,900000.0,5315100737,5315100737,6.0,2.75,2300.0,24773.0,1.5,0.0,0.0,4,9,2300.0,0.0,1950,19850.0,98040,47.5833,-122.242,2720.0,11740.0,Urban,4.486704218667081
2014-06-04,327500.0,3333002440,3333002440,3.0,1.0,1070.0,7140.0,1.0,0.0,0.0,3,7,1070.0,0.0,1989,0.0,98118,47.5427,-122.288,1390.0,2374.0,Urban,4.845404637693482
2015-04-06,390000.0,2130702205,2130702205,3.0,1.75,1790.0,7123.0,1.0,0.0,0.0,3,7,1790.0,0.0,1913,,98019,47.7429,-121.981,1660.0,8128.0,Rural,18.869634413468646
2015-01-13,451101.0,2159900060,2159900060,2.0,1.5,1510.0,1962.0,2.0,,0.0,4,8,1510.0,0.0,1985,0.0,98007,47.6214,-122.153,1510.0,2182.0,Urban,8.408396008526662
2014-10-14,455000.0,194000575,194000575,4.0,1.0,1340.0,5800.0,1.5,0.0,2.0,3,7,1340.0,0.0,1914,0.0,98116,47.5658,-122.389,1900.0,5800.0,Urban,3.850314385592165
2014-07-01,650000.0,1531000140,1531000140,4.0,2.5,3350.0,46748.0,2.0,0.0,0.0,3,10,3350.0,0.0,2004,0.0,98010,47.3432,-122.025,3350.0,39683.0,Rural,23.150830523212704
2014-08-06,895000.0,2125049139,2125049139,3.0,2.5,2500.0,7746.0,2.0,0.0,0.0,4,10,1910.0,590.0,1993,0.0,98112,47.6393,-122.311,2480.0,5099.0,Urban,2.4893009588997455
2015-03-26,800000.0,3623500135,3623500135,4.0,2.25,2350.0,10664.0,1.0,0.0,1.0,2,7,1510.0,,1952,0.0,98040,47.5743,-122.238,2350.0,10140.0,Urban,4.907994965968136
2014-11-13,703770.0,7805460310,7805460310,4.0,2.25,2550.0,12918.0,2.0,0.0,0.0,3,9,2550.0,0.0,1987,,98006,47.5623,-122.109,2550.0,11036.0,Urban,10.83137766967816
2014-08-14,249950.0,3021059244,3021059244,3.0,1.75,1320.0,10454.0,1.0,0.0,0.0,4,7,1320.0,0.0,1968,0.0,98002,47.2844,-122.216,1680.0,10183.0,Urban,22.8879109644198
2015-04-28,512000.0,925049360,925049360,2.0,2.0,1270.0,3881.0,1.0,0.0,0.0,4,6,610.0,660.0,1926,0.0,98105,47.6694,-122.298,1370.0,5000.0,Urban,4.646619462522964
2015-05-06,780000.0,3286800260,3286800260,5.0,2.5,3480.0,74052.0,1.0,0.0,0.0,4,8,1980.0,1500.0,1972,0.0,98027,47.4961,-122.063,2610.0,65775.0,Urban,14.675594425449509
2014-07-16,336000.0,4137010240,4137010240,3.0,2.25,2820.0,11625.0,2.0,0.0,0.0,3,8,2820.0,0.0,1986,0.0,98092,47.2621,-122.218,2290.0,8488.0,Urban,24.367232508791503
2014-08-22,285000.0,9368700341,9368700341,3.0,2.0,2110.0,6900.0,1.5,0.0,0.0,5,6,1220.0,890.0,1955,0.0,98178,47.504,-122.26,1350.0,7683.0,Urban,7.821323671739903
2014-10-21,229900.0,3832310350,3832310350,3.0,1.75,1100.0,7224.0,1.0,0.0,0.0,3,7,1100.0,0.0,1981,,98032,47.3717,-122.277,1700.0,8447.0,Urban,16.40635205933419
2015-04-15,667500.0,324000350,324000350,4.0,3.0,1920.0,4000.0,1.5,0.0,0.0,4,8,1540.0,380.0,1931,0.0,98116,47.5718,-122.385,1660.0,4000.0,Urban,3.4245409174807655
2014-05-08,537500.0,6127011000,6127011000,4.0,2.5,2550.0,4630.0,2.0,0.0,0.0,3,7,2550.0,0.0,2005,0.0,98075,47.5928,-122.004,2550.0,5151.0,Urban,15.315202770179013
2014-09-03,425000.0,2624049117,2624049117,3.0,1.0,1550.0,4160.0,1.5,,0.0,4,6,1550.0,0.0,1926,0.0,98118,47.5387,-122.265,1590.0,5000.0,Urban,5.615885720174878
2014-11-24,290000.0,3295750550,3295750550,3.0,2.0,1760.0,6600.0,1.0,0.0,0.0,3,7,1760.0,0.0,1998,0.0,98030,47.3836,-122.184,2590.0,6600.0,Urban,16.863722433194965
2014-07-01,349500.0,7960100260,7960100260,3.0,2.0,1270.0,3600.0,1.0,0.0,0.0,3,7,1270.0,0.0,1963,0.0,98122,47.6099,-122.297,1660.0,3600.0,Urban,1.6550169651307098
2014-12-02,370000.0,7625700012,7625700012,3.0,2.75,1250.0,1655.0,2.0,0.0,0.0,3,7,830.0,420.0,2006,0.0,98136,47.5554,-122.382,1520.0,3001.0,Urban,4.210780759701801
2015-03-09,549500.0,5418200295,5418200295,3.0,1.75,1620.0,8438.0,1.0,0.0,0.0,4,8,1620.0,0.0,1961,,98125,47.703,-122.281,2040.0,9450.0,Urban,7.098927105804916
2015-01-30,245000.0,7454000295,7454000295,2.0,1.0,710.0,6322.0,1.0,0.0,0.0,3,6,710.0,0.0,1942,0.0,98126,47.5165,-122.376,740.0,6720.0,Urban,6.527310209972964
2014-07-29,208000.0,8100000060,8100000060,3.0,1.75,1070.0,7200.0,1.0,0.0,0.0,3,7,1070.0,0.0,1994,0.0,98010,47.3134,-122.023,1480.0,7200.0,Rural,24.856504303825083
2014-12-20,248000.0,1310500550,1310500550,4.0,2.25,2320.0,8760.0,1.0,0.0,0.0,4,8,1160.0,1160.0,1966,0.0,98032,47.3627,-122.285,1970.0,8690.0,Urban,16.968399388814504
2014-10-03,610000.0,9485950310,9485950310,4.0,3.25,5450.0,37058.0,1.5,0.0,0.0,5,9,5450.0,0.0,1984,0.0,98042,47.351,-122.087,2800.0,35716.0,Urban,21.022963891853454
2015-04-01,550000.0,4213910030,4213910030,4.0,2.5,1670.0,5116.0,2.0,0.0,0.0,3,8,1670.0,0.0,1999,0.0,98155,47.7667,-122.33,1910.0,7210.0,Urban,11.090592594744558
2014-10-30,192000.0,2143700861,2143700861,2.0,1.75,1340.0,7380.0,1.0,0.0,0.0,3,6,1340.0,0.0,1940,0.0,98055,47.4785,-122.229,1980.0,9600.0,Urban,10.049136889514887
2015-02-18,169317.0,5016003230,5016003230,2.0,1.0,790.0,4000.0,1.0,0.0,2.0,3,7,790.0,0.0,1908,0.0,98112,47.6248,-122.301,1700.0,4200.0,Urban,1.936550318927212
2014-07-01,1200000.0,1338801019,1338801019,4.0,3.5,3400.0,3850.0,2.5,0.0,0.0,3,10,2790.0,610.0,2008,0.0,98112,47.6258,-122.302,2030.0,4000.0,Urban,1.9493064439464867
2014-10-29,880000.0,3592500565,3592500565,2.0,1.0,1530.0,6350.0,1.5,0.0,0.0,4,7,1530.0,0.0,1923,,98112,47.6325,-122.303,2640.0,6350.0,Urban,2.267028351079187
2014-06-17,210000.0,6414600070,6414600070,1.0,1.0,930.0,7129.0,1.0,,0.0,3,6,930.0,0.0,1948,0.0,98133,47.7234,-122.333,1300.0,8075.0,Urban,8.098345269783858
2015-01-07,180500.0,8645500160,8645500160,3.0,1.5,1540.0,9800.0,1.0,0.0,0.0,3,7,1010.0,530.0,1973,0.0,98058,47.4676,-122.184,1600.0,8250.0,Urban,11.80878503836682
2014-07-28,540000.0,8651520240,8651520240,4.0,2.0,1990.0,29078.0,2.0,0.0,0.0,3,9,1990.0,0.0,1984,0.0,98074,47.6471,-122.057,2310.0,28353.0,Urban,13.119115099164176
2014-06-24,520000.0,9408300310,9408300310,3.0,1.75,2300.0,35722.0,1.0,0.0,0.0,3,9,2300.0,0.0,1984,0.0,98072,47.7455,-122.112,2600.0,34798.0,Urban,14.053719669314896
2014-06-26,177500.0,4202400135,4202400135,3.0,1.5,1220.0,6000.0,1.0,0.0,0.0,3,7,1220.0,0.0,1968,0.0,98055,47.4904,-122.222,1660.0,6000.0,Urban,9.507437248840525
2014-11-05,415000.0,7129300935,7129300935,3.0,1.75,2380.0,5650.0,1.0,0.0,2.0,4,8,1190.0,1190.0,1956,0.0,98118,47.5119,-122.255,2350.0,6554.0,Urban,7.4418916171384755
2014-09-09,495000.0,8143000310,8143000310,4.0,2.5,2020.0,7200.0,1.0,0.0,0.0,5,7,1010.0,1010.0,1968,,98034,47.7289,-122.201,1620.0,7275.0,Urban,10.444904228598196
2015-03-04,325000.0,6082400152,6082400152,3.0,2.25,1890.0,9646.0,1.0,0.0,0.0,3,8,1890.0,0.0,1966,0.0,98168,47.4838,-122.299,1580.0,9488.0,Urban,8.597295421052506
2015-02-20,440000.0,6838000520,6838000520,2.0,1.75,1330.0,4903.0,1.0,0.0,0.0,3,7,1330.0,0.0,1985,0.0,98052,47.6819,-122.161,1470.0,2735.0,Urban,9.529211785041046
2014-07-23,411000.0,4023500118,4023500118,3.0,1.75,1490.0,9844.0,1.0,0.0,0.0,4,7,1190.0,300.0,1959,0.0,98155,47.7626,-122.297,1840.0,10150.0,Urban,10.929509545416352
2014-10-29,810000.0,8952900204,8952900204,5.0,3.5,3550.0,9600.0,2.0,0.0,0.0,3,9,2550.0,1000.0,1998,0.0,98118,47.5484,-122.269,2030.0,9600.0,Urban,4.960024417496005
2014-10-16,561750.0,7922800320,7922800320,5.0,1.75,2040.0,8996.0,1.0,0.0,2.0,4,7,1020.0,1020.0,1962,,98008,47.588,-122.118,1950.0,8270.0,Urban,10.054991866069251
2014-07-22,835100.0,9542000030,9542000030,4.0,2.5,2380.0,12573.0,1.0,0.0,0.0,4,9,2380.0,0.0,1963,,98005,47.5984,-122.176,2900.0,10700.0,Urban,7.292737172872489
2014-09-01,450000.0,3787000140,3787000140,3.0,2.25,1780.0,9969.0,1.0,,0.0,3,8,1450.0,330.0,1985,0.0,98034,47.7286,-122.168,1950.0,7974.0,Urban,11.394667630534062
